transaction_date,trade_date,ticker,company_name,owner_name,Title,transaction_type,last_price,Qty,shares_held,Owned,Value,stock_value,30_days_later
2023-01-31 08:51:30,2023-01-27,AGYS,Agilysys Inc,Mutch John,Dir,S - Sale,83.5,"-1,000","37,423",-3%,"-$83,500",83.0199966430664,79.91000366210938
2023-01-12 16:42:59,2023-01-11,ADI,Analog Devices Inc,Doluca Tunc,Dir,S - Sale,170.0,"-1,700","696,684",0%,"-$289,000",169.7899932861328,178.52000427246094
2023-01-04 17:17:17,2023-01-03,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,217.86,"-2,859","16,617,200",0%,"-$622,854",218.1300048828125,247.42999267578125
2023-01-09 19:03:40,2023-01-06,PLL,Piedmont Lithium Inc.,Czachor Bruce,"EVP, CLO, Secretary",S - Sale,50.42,-179,"11,829",-1%,"-$9,026",51.68000030517578,68.47000122070312
2023-01-30 19:22:30,2023-01-26,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,78.25,"-40,000","1,630,605",-2%,"-$3,129,827",78.9000015258789,86.37999725341797
2023-01-03 16:43:15,2022-12-30,SPG,Simon Property Group Inc /de/,Rodkin Gary M,Dir,P - Purchase,116.42,+194,"12,778",+2%,"+$22,585",117.4800033569336,128.61000061035156
2023-01-31 19:33:27,2023-01-27,PEN,Penumbra Inc,Kassing Don W.,Dir,S - Sale,243.54,-693,"10,045",-6%,"-$168,773",250.44000244140625,267.3800048828125
2023-01-20 18:51:53,2023-01-18,CHRD,Chord Energy Corp,Peterson Lynn A,Dir,S - Sale,140.07,"-4,685","248,484",-2%,"-$656,228",136.0399932861328,137.97000122070312
2023-01-13 20:30:15,2023-01-11,RH,Rh,Belling Keith,Dir,S - Sale,316.27,"-1,500","6,500",-19%,"-$474,399",316.4800109863281,316.0
2023-01-24 11:31:16,2023-01-20,PNC,"Pnc Financial Services Group, Inc.",Demchak William S,"Pres, CEO",P - Purchase,153.38,"+6,550","485,387",+1%,"+$1,004,639",154.8699951171875,158.58999633789062
2023-01-09 20:20:57,2023-01-05,TW,Tradeweb Markets Inc.,Friedman Douglas,"GC, Secretary",S - Sale,63.52,"-13,402","24,798",-35%,"-$851,329",63.52000045776367,71.97000122070312
2023-01-05 16:12:15,2023-01-04,FISV,Fiserv Inc,Chiarello Guy,COO,S - Sale,102.15,"-4,000","269,122",-1%,"-$408,600",102.05999755859376,107.5999984741211
2023-01-31 16:56:46,2023-01-12,AVAV,Aerovironment Inc,Page Stephen F,Dir,S - Sale,88.47,"-2,100","42,826",-5%,"-$185,787",88.19999694824219,88.23999786376953
2023-01-27 18:33:28,2023-01-26,WMT,Walmart Inc.,Furner John R.,EVP,S - Sale,143.03,"-4,375","245,365",-2%,"-$625,756",142.2100067138672,142.47000122070312
2023-01-31 16:47:07,2023-01-27,UMBF,Umb Financial Corp,Kemper J Mariner,"COB, CEO",S - Sale,87.58,"-5,786","2,919,764",0%,"-$506,719",87.83999633789062,91.16999816894533
2023-01-20 16:28:56,2023-01-18,MS,Morgan Stanley,Simkowitz Daniel A,Head of Investment Management,S - Sale,97.05,"-44,910","340,159",-12%,"-$4,358,353",96.58000183105467,99.56999969482422
2023-01-09 12:45:47,2022-12-07,GCBC,Greene County Bancorp Inc,Nelson Stephen E,Dir,P - Purchase,73.84,+309,"21,874",+1%,"+$22,816",36.88999938964844,27.174999237060547
2023-01-09 20:20:40,2023-01-05,TW,Tradeweb Markets Inc.,Hult William,CEO,S - Sale,63.59,"-41,260","125,672",-25%,"-$2,623,711",63.52000045776367,71.97000122070312
2023-01-12 18:49:22,2023-01-10,VRSN,Verisign Inc/ca,Bidzos D James,"Exec. COB, CEO",S - Sale,209.99,"-9,000","659,444",-1%,"-$1,889,926",208.0,212.3600006103516
2023-01-04 14:54:32,2022-02-01,FCNCA,First Citizens Bancshares Inc /de/,Nix Craig L,CFO,P - Purchase,777.45,+104,976,+12%,"+$80,855",789.9500122070312,778.8699951171875
2023-01-13 16:36:53,2023-01-13,CROX,"Crocs, Inc.",Mehlman Anne,CFO,S - Sale,125.67,"-10,000","102,185",-9%,"-$1,256,739",125.81999969482422,115.3000030517578
2023-01-11 17:37:24,2023-01-09,TRUP,"Trupanion, Inc.",Friedman Gavin,"EVP, Legal, Regulatory",S - Sale,50.0,-500,"10,091",-5%,"-$25,000",48.209999084472656,60.27000045776367
2023-01-24 17:10:09,2023-01-23,JBL,Jabil Inc,Yap May Yee,"SVP, CIO",S - Sale,81.1,"-3,616","38,398",-9%,"-$293,258",81.04000091552734,82.68000030517578
2023-01-25 13:47:31,2013-01-23,PSMT,Pricesmart Inc,Diaz Frank Ramon,"EVP-Logistics, Distribution",S - Sale,71.11,"-2,385","15,437",-13%,"-$169,593",72.1373062133789,68.49457550048828
2023-01-24 16:37:51,2023-01-23,AKAM,Akamai Technologies Inc,Leighton F Thomson,CEO,P - Purchase,87.79,+571,"2,355,858",0%,"+$50,131",89.19000244140625,76.4000015258789
2023-01-31 16:51:30,2023-01-27,UMBF,Umb Financial Corp,Kemper J Mariner,"COB, CEO",S - Sale,87.7,"-1,358","2,918,406",0%,"-$119,103",87.83999633789062,91.16999816894533
2023-01-26 16:27:30,2023-01-24,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,78.78,"-40,000","1,670,605",-2%,"-$3,151,240",78.91999816894531,86.0999984741211
2023-01-19 19:15:13,2023-01-18,TEAM,Atlassian Corp,Cannon-Brookes Michael,"Co-CEO, Co-Founder, 10%",S - Sale,150.59,"-8,614","439,314",-2%,"-$1,297,152",148.72999572753906,174.66000366210938
2023-01-11 16:58:02,2023-01-09,JBL,Jabil Inc,Katz Robert L,"EVP, CLO, CCO, Asst Corp Secy",S - Sale,71.36,"-10,451","110,322",-9%,"-$745,783",71.30000305175781,83.44000244140625
2023-01-09 17:36:07,2022-12-30,ED,Consolidated Edison Inc,Cawley Timothy,"COB, Pres, CEO",P - Purchase,95.31,+68,"19,161",0%,"+$6,453",95.30999755859376,94.91000366210938
2023-01-17 12:21:13,2023-01-13,SXI,Standex International Corp/de/,Sarcevic Ademir,"VP, CFO, Treasurer",S - Sale,109.38,-846,"12,275",-6%,"-$92,535",109.75,116.4000015258789
2023-01-20 16:18:04,2023-01-19,JPM,Jpmorgan Chase & Co,Hobson Mellody L,Dir,P - Purchase,134.53,+375,"146,195",0%,"+$50,448",134.75,142.24000549316406
2023-01-30 16:20:18,2023-01-27,TEAM,Atlassian Corp,Farquhar Scott,"Co-CEO, Co-Founder, 10%",S - Sale,161.66,"-8,614","379,016",-2%,"-$1,392,509",164.25,162.5500030517578
2023-01-13 16:35:41,2023-01-11,TRUP,"Trupanion, Inc.",Plouf Tricia,COO,S - Sale,52.57,-350,"42,073",-1%,"-$18,399",54.31999969482422,57.5
2023-01-05 19:07:15,2023-01-04,PEN,Penumbra Inc,Wilder Thomas,Dir,S - Sale,223.64,-124,"4,221",-3%,"-$27,731",224.6499938964844,265.19000244140625
2023-01-06 19:19:21,2023-01-05,SITM,Sitime Corp,Bonnot Lionel,See Remarks,S - Sale,96.79,"-1,158","96,367",-1%,"-$112,083",98.37000274658205,127.93000030517578
2023-01-26 19:51:44,2023-01-25,TEAM,Atlassian Corp,Cannon-Brookes Michael,"Co-CEO, Co-Founder, 10%",S - Sale,148.18,"-8,614","396,244",-2%,"-$1,276,439",151.92999267578125,170.6300048828125
2023-01-13 09:23:18,2023-01-11,SIG,Signet Jewelers Ltd,Ptak Stash,* See Remarks,S - Sale,75.0,"-1,000","34,333",-3%,"-$75,000",72.80999755859375,76.4000015258789
2023-01-05 07:57:34,2023-01-03,IRDM,Iridium Communications Inc.,Desch Matthew J,CEO,S - Sale,54.18,"-31,818","626,732",-5%,"-$1,723,799",52.79999923706055,60.93999862670898
2023-01-18 16:24:06,2023-01-17,ACN,Accenture Plc,Etheredge James O,Chief Exec-North America,S - Sale,286.11,"-5,000","13,930",-26%,"-$1,430,552",284.8800048828125,287.6499938964844
2023-01-24 17:09:52,2023-01-23,SLB,Schlumberger Limited/nv,Fyfe Kevin,"VP, Treasurer",S - Sale,57.5,"-36,850","32,105",-53%,"-$2,118,875",55.86000061035156,53.400001525878906
2023-01-26 06:58:01,2023-01-24,SIG,Signet Jewelers Ltd,Drosos Virginia,CEO,S - Sale,75.88,"-10,000","1,106,059",-1%,"-$758,782",76.04000091552734,74.41000366210938
2023-01-24 20:48:46,2023-01-24,PATK,Patrick Industries Inc,Cleveland Todd M,Dir,S - Sale,67.83,"-7,000","272,653",-3%,"-$474,792",67.69999694824219,72.58000183105469
2023-01-25 16:19:34,2023-01-23,WK,Workiva Inc,Herz Robert H,Dir,S - Sale,90.51,"-7,818","77,836",-9%,"-$707,607",92.56999969482422,85.51000213623047
2023-01-10 17:40:10,2023-01-06,TNET,"Trinet Group, Inc.",Warren Alexander G.,"SVP, CHIEF REVENUE OFFICER",S - Sale,70.11,"-3,280","37,862",-8%,"-$229,952",72.55000305175781,78.25
2023-01-05 17:02:41,2023-01-03,FCFS,"Firstcash Holdings, Inc.",Rippel Douglas Richard,"Dir, 10%",S - Sale,88.17,"-115,039","7,769,800",-1%,"-$10,142,422",88.0,91.76000213623048
2023-01-23 17:05:40,2023-01-20,ACN,Accenture Plc,Shook Ellyn,"Chief Leadership, HR Officer",S - Sale,276.09,"-5,250","34,444",-13%,"-$1,449,445",280.4700012207031,277.04998779296875
2023-01-06 21:33:29,2023-01-04,TSLA,"Tesla, Inc.",Kirkhorn Zachary,CFO,S - Sale,109.31,"-3,752","200,411",-2%,"-$410,158",113.63999938964844,188.2700042724609
2023-01-10 17:17:19,2023-01-09,DECK,Deckers Outdoor Corp,Fasching Steven J.,CFO,S - Sale,405.0,"-1,000","28,793",-3%,"-$405,000",405.8500061035156,417.6099853515625
2023-01-17 20:32:08,2023-01-13,HZNP,Horizon Therapeutics Public Ltd Co,Cox Aaron,"EVP, CFO",S - Sale,113.17,"-36,148",277,-99%,"-$4,090,847",113.23999786376952,109.41999816894533
2023-01-30 15:56:47,2023-01-26,MCB,Metropolitan Bank Holding Corp.,Lublin Scott,"EVP, CLO",S - Sale,58.5,"-2,958","35,401",-8%,"-$173,030",58.970001220703125,55.79999923706055
2023-01-05 18:41:50,2023-01-03,JAZZ,Jazz Pharmaceuticals Plc,Cozadd Bruce C,"COB, CEO",S - Sale,159.86,"-3,000","368,078",-1%,"-$479,590",156.36000061035156,157.77000427246094
2023-01-06 16:17:24,2023-01-04,CPT,Camden Property Trust,Gallagher Michael P,Chief Accounting Officer,S - Sale,112.57,"-1,332","28,110",-5%,"-$149,943",112.75,126.30999755859376
2023-01-27 14:05:19,2023-01-25,GOOG,Alphabet Inc.,Mather Ann,Dir,S - Sale,96.92,-340,"34,820",-1%,"-$32,953",96.7300033569336,91.06999969482422
2023-01-26 21:20:44,2023-01-24,JBL,Jabil Inc,Brooks Martha,Dir,S - Sale,81.36,"-18,000","79,330",-18%,"-$1,464,480",80.63999938964844,82.41999816894531
2023-01-09 17:41:15,2022-12-30,ED,Consolidated Edison Inc,Shannon Nancy,SVP Utility Shared Services,P - Purchase,95.31,+5,217,+2%,+$444,95.30999755859376,94.91000366210938
2023-01-31 16:15:33,2023-01-27,NOW,"Servicenow, Inc.",Canney Jacqueline P,Chief People Officer,S - Sale,461.03,"-1,083",267,-80%,"-$499,293",458.8599853515625,425.5899963378906
2023-01-19 19:16:59,2023-01-17,SGEN,Seagen Inc.,Liu Jean I,GC,S - Sale,130.71,-578,"85,113",-1%,"-$75,548",129.86000061035156,142.0500030517578
2023-01-18 16:34:06,2023-01-17,MAS,Masco Corp /de/,Allman Keith J.,"Pres, CEO",S - Sale,51.4,"-14,177","258,085",-5%,"-$728,698",50.93000030517578,56.16999816894531
2023-01-24 16:17:40,2023-01-20,DXCM,Dexcom Inc,Sayer Kevin R,"Pres CEO, COB of",S - Sale,105.75,"-45,607","426,645",-10%,"-$4,822,872",107.86000061035156,114.76000213623048
2023-01-06 16:12:37,2023-01-04,CPT,Camden Property Trust,Brunner Heather J.,Dir,S - Sale,112.57,"-1,278","9,473",-12%,"-$143,864",112.75,126.30999755859376
2023-01-11 16:50:36,2023-01-09,BGNE,"Beigene, Ltd.",Wang Xiaodong,"Chair, Scientific Advisory Brd",S - Sale,251.36,"-5,000","10,936,518",0%,"-$1,256,799",245.9499969482422,249.1199951171875
2023-01-19 16:20:15,2023-01-17,BKNG,Booking Holdings Inc.,Goulden David I,CFO,S - Sale,2297.91,-550,"4,969",-10%,"-$1,263,851",2334.02001953125,2516.580078125
2023-01-11 16:57:55,2023-01-09,JBL,Jabil Inc,Borges Steven D,"EVP, CEO, DMS",S - Sale,71.27,"-20,000","194,170",-9%,"-$1,425,408",71.30000305175781,83.44000244140625
2023-01-31 16:58:25,2023-01-31,SRE,Sempra Energy,Wall Peter R,"SVP, Controller, CAO",S - Sale,161.16,"-2,940","5,681",-34%,"-$473,810",160.3300018310547,147.86000061035156
2023-01-30 16:00:16,2023-01-26,INCY,Incyte Corp,Dhanak Dashyant,"EVP, Chief Scientific Officer",S - Sale,85.0,"-2,419","53,263",-4%,"-$205,615",86.01000213623047,77.0199966430664
2023-01-11 16:40:00,2023-01-09,NOVT,Novanta Inc,Buckley Robert,CFO,S - Sale,141.22,"-3,356","135,252",-2%,"-$473,922",138.7899932861328,167.8000030517578
2023-01-05 17:04:11,2023-01-03,EA,Electronic Arts Inc.,Miele Laura,COO,S - Sale,123.59,"-1,500","31,082",-5%,"-$185,385",122.8000030517578,116.76000213623048
2023-01-06 16:31:15,2023-01-05,TEAM,Atlassian Corp,Cannon-Brookes Michael,"Co-CEO, Co-Founder, 10%",S - Sale,122.27,"-8,614","508,226",-2%,"-$1,053,210",119.97000122070312,169.3000030517578
2023-01-25 16:46:26,2023-01-23,RL,Ralph Lauren Corp,Louvet Patrice,"Pres, CEO",S - Sale,125.0,"-18,500","202,332",-8%,"-$2,312,500",126.87000274658205,118.58999633789062
2023-01-05 11:27:59,2023-01-04,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,2120.78,+21,"359,978",0%,"+$44,536",2057.110107421875,1933.8800048828125
2023-01-31 16:45:35,2023-01-30,TFIN,"Triumph Financial, Inc.",Graft Aaron P,"Pres, CEO",S - Sale,54.0,"-34,000","214,297",-14%,"-$1,836,000",54.63999938964844,60.84999847412109
2023-01-18 19:47:00,2023-01-17,TEAM,Atlassian Corp,Farquhar Scott,"Co-CEO, Co-Founder, 10%",S - Sale,150.79,"-8,614","447,928",-2%,"-$1,298,923",152.91000366210938,187.3600006103516
2023-01-27 16:49:42,2023-01-27,URI,"United Rentals, Inc.",Pintoff Craig Adam,"EVP, Chief Admin. Officer",S - Sale,434.56,"-4,761","15,942",-23%,"-$2,068,946",434.0899963378906,450.4299926757813
2023-01-12 19:49:10,2023-01-11,IRM,Iron Mountain Inc,Marson Deborah,"EVP, GC, Sec.",S - Sale,50.58,"-1,125","45,782",-2%,"-$56,903",51.52999877929688,53.040000915527344
2023-01-13 17:02:00,2023-01-11,JBL,Jabil Inc,McKay Francis,"SVP, Chief Procurement Officer",S - Sale,75.0,"-1,500","52,281",-3%,"-$112,500",75.0,81.62999725341797
2023-01-09 17:39:02,2022-12-30,ED,Consolidated Edison Inc,Nadkarni Gurudatta D,"VP, Strategic Planning",P - Purchase,95.31,+106,"9,205",+1%,"+$10,071",95.30999755859376,94.91000366210938
2023-01-11 20:33:36,2023-01-09,PATK,Patrick Industries Inc,Cleveland Todd M,Dir,S - Sale,65.77,"-10,000","288,053",-3%,"-$657,703",64.56999969482422,75.01000213623047
2023-01-23 17:05:59,2023-01-20,ACN,Accenture Plc,Sweet Julie Spellman,"Chair, CEO",S - Sale,276.41,"-4,648","39,510",-11%,"-$1,284,763",280.4700012207031,277.04998779296875
2023-01-05 16:22:51,2023-01-03,GLPI,"Gaming & Leisure Properties, Inc.",Moore Brandon John,"COO, GC,amp; Sec",S - Sale,51.81,"-9,732","219,589",-4%,"-$504,234",51.18999862670898,53.70000076293945
2023-01-19 17:00:37,2023-01-18,FISV,Fiserv Inc,Chiarello Guy,COO,S - Sale,105.03,"-2,937","266,185",-1%,"-$308,473",103.2300033569336,115.9499969482422
2023-01-18 21:01:34,2023-01-18,PSMT,Pricesmart Inc,Hanson Gordon H.,Dir,S - Sale,68.79,"-1,450","4,707",-24%,"-$99,748",68.12000274658203,72.33999633789062
2023-01-27 19:51:03,2023-01-26,WYNN,Wynn Resorts Ltd,Billings Craig Scott,CEO,S - Sale,102.35,"-10,310","266,206",-4%,"-$1,055,229",102.8499984741211,105.52999877929688
2023-01-19 17:48:19,2022-03-15,CIEN,Ciena Corp,Alexander Stephen B,"SVP, CTO",S - Sale,52.5,"-4,000","70,561",-5%,"-$210,000",56.61000061035156,57.2599983215332
2023-01-09 19:03:20,2023-01-06,PLL,Piedmont Lithium Inc.,Devaney Austin,"EVP, CCO",S - Sale,50.54,-158,"23,336",-1%,"-$7,985",51.68000030517578,68.47000122070312
2023-01-27 16:01:41,2023-01-25,AKAM,Akamai Technologies Inc,Leighton F Thomson,CEO,P - Purchase,87.37,+859,"2,356,717",0%,"+$75,054",86.62000274658203,75.1500015258789
2023-01-31 16:07:28,2023-01-30,DXCM,Dexcom Inc,Regan Barry J.,EVP Operations,S - Sale,106.12,"-2,213","59,386",-4%,"-$234,844",105.48999786376952,111.01000213623048
2023-01-09 18:20:06,2023-01-05,NVCR,Novocure Ltd,Shah Pritesh,Chief Commercial Officer,S - Sale,108.0,-387,"82,843",0%,"-$41,796",118.80999755859376,94.22000122070312
2023-01-04 16:35:26,2023-01-03,ED,Consolidated Edison Inc,Cawley Timothy,"COB, Pres, CEO",P - Purchase,95.46,+80,"19,093",0%,"+$7,637",95.76000213623048,95.4499969482422
2023-01-24 16:16:23,2023-01-23,DXCM,Dexcom Inc,Pacelli Steven Robert,EVP MD Dexcom V,S - Sale,107.86,-412,"136,876",0%,"-$44,438",106.4000015258789,114.01000213623048
2023-01-25 20:21:34,2023-01-24,DIS,Walt Disney Co,Woodford Brent,"EVP, Control, Fin Plan, Tax",S - Sale,105.71,"-1,139","32,432",-3%,"-$120,408",106.0,101.68000030517578
2023-01-13 16:26:24,2023-01-12,CTAS,Cintas Corp,Thompson Michael Lawrence,"EVP, CAO",S - Sale,444.98,"-14,795","66,645",-18%,"-$6,583,479",446.2300109863281,442.8599853515625
2023-01-05 16:52:28,2023-01-03,MPWR,Monolithic Power Systems Inc,Sciammas Maurice,"SVPof Sales, Marketing",S - Sale,344.96,"-5,528","309,086",-2%,"-$1,906,939",342.95001220703125,457.7699890136719
2023-01-04 21:57:45,2023-01-03,SITM,Sitime Corp,Pangrazio Vincent P,See Remarks,S - Sale,105.04,-701,"85,397",-1%,"-$73,633",97.66999816894533,122.5999984741211
2023-01-13 16:05:25,2023-01-11,PRGS,Progress Software Corp /ma,Subramanian Sundar,"EVP, GM DevOps",S - Sale,53.0,-100,"18,923",-1%,"-$5,300",52.84000015258789,57.52000045776367
2023-01-03 18:27:06,2023-01-03,GOOG,Alphabet Inc.,Raghavan Prabhakar,SVP,S - Sale,89.75,"-22,203","524,319",-4%,"-$1,992,617",89.69999694824219,101.43000030517578
2023-01-11 17:18:56,2023-01-11,MAA,Mid America Apartment Communities Inc.,Campbell Albert M III,"EVP, CFO",S - Sale,155.57,-93,"70,309",0%,"-$14,468",160.60000610351562,171.5399932861328
2023-01-23 18:29:30,2023-01-20,ADBE,Adobe Inc.,Narayen Shantanu,"COB, CEO",S - Sale,346.61,"-15,000","408,985",-4%,"-$5,199,152",356.3800048828125,356.8500061035156
2023-01-11 16:27:59,2023-01-10,HEI,Heico Corp,Schriesheim Alan,Dir,P - Purchase,122.05,"+1,362","159,930",+1%,"+$166,232",157.42999267578125,174.55999755859375
2023-01-05 16:32:09,2023-01-04,SO,Southern Co,Cummiskey Christopher,"EVP, CCCS Officer",S - Sale,72.03,"-1,027","27,359",-4%,"-$73,975",72.51000213623047,68.62000274658203
2023-01-11 16:29:42,2023-01-10,HEI,Heico Corp,Mendelson Laurans A,"COB, CEO, 10%",P - Purchase,157.07,+865,"4,267,810",0%,"+$135,861",157.42999267578125,174.55999755859375
2023-01-05 18:10:48,2023-01-04,KRYS,"Krystal Biotech, Inc.",Krishnan Suma,"Pres, R, D, 10%",S - Sale,80.08,"-7,686","3,605,951",0%,"-$615,525",79.94000244140625,80.58000183105469
2023-01-31 18:37:14,2023-01-31,EWBC,East West Bancorp Inc,Liu Jack C,Dir,S - Sale,77.0,"-2,000","17,136",-10%,"-$154,000",78.5199966430664,75.83000183105469
2023-01-25 16:44:44,2023-01-23,GOOG,Alphabet Inc.,Walker John Kent,"Pres, Global Affairs, CLO",S - Sale,100.0,"-11,313","345,551",-3%,"-$1,131,300",101.20999908447266,92.0500030517578
2023-01-12 16:38:21,2023-01-11,FIVN,"Five9, Inc.",Acosta Jack L,Dir,S - Sale,70.7,"-5,000","30,729",-14%,"-$353,513",70.94999694824219,81.47000122070312
2023-01-11 16:03:24,2023-01-09,EXAS,Exact Sciences Corp,Condella Sarah,"EVP, HR",S - Sale,60.0,"-1,000","90,245",-1%,"-$60,000",58.81999969482422,68.56999969482422
2023-01-04 12:10:50,2023-01-03,LRCX,Lam Research Corp,Talwalkar Abhijit Y,Dir,S - Sale,429.72,-880,"14,762",-6%,"-$378,154",414.2999877929688,530.260009765625
2023-01-17 16:15:32,2023-01-12,NVDA,Nvidia Corp,Stevens Mark A,Dir,S - Sale,165.54,"-65,000","4,442,786",-1%,"-$10,759,900",165.11000061035156,212.6499938964844
2023-01-13 17:39:19,2023-01-11,XPEL,"Xpel, Inc.",Crumly Richard K.,Dir,S - Sale,70.24,"-13,500","1,887,241",-1%,"-$948,185",68.62000274658203,75.91999816894531
2023-01-13 16:36:33,2023-01-11,CROX,"Crocs, Inc.",Hart Daniel P,EVP,S - Sale,120.0,"-10,000","237,360",-4%,"-$1,200,000",122.4499969482422,114.77999877929688
2023-01-19 18:56:20,2023-01-18,WDFC,Wd 40 Co,Brass Steven A,"Pres, CEO",P - Purchase,170.57,+586,"15,975",+4%,"+$99,954",169.58999633789062,175.0
2023-01-24 18:17:03,2023-01-20,FCFS,"Firstcash Holdings, Inc.",Rippel Douglas Richard,"Dir, 10%",S - Sale,89.65,"-206,460","7,176,152",-3%,"-$18,509,418",89.05999755859375,91.0500030517578
2023-01-27 20:04:22,2023-01-26,SWAV,"Shockwave Medical, Inc.",Zacharias Isaac,"Pres, CCO",S - Sale,192.77,"-4,000","69,021",-5%,"-$771,080",194.63999938964844,187.4600067138672
2023-01-12 16:42:31,2023-01-10,MTSI,"Macom Technology Solutions Holdings, Inc.",Daly Stephen G,"Pres, CEO",S - Sale,65.18,"-30,000","300,583",-9%,"-$1,955,400",65.83000183105469,67.4000015258789
2023-01-03 16:36:44,2022-12-30,SPG,Simon Property Group Inc /de/,Horn Karen N,Dir,P - Purchase,116.42,+510,"33,528",+2%,"+$59,374",117.4800033569336,128.61000061035156
2023-01-31 12:46:35,2023-01-27,CHCO,City Holding Co,Burton Gregory A,Dir,P - Purchase,91.49,+250,834,+43%,"+$22,873",91.9499969482422,98.37999725341795
2023-01-12 19:13:47,2023-01-11,TEAM,Atlassian Corp,Farquhar Scott,"Co-CEO, Co-Founder, 10%",S - Sale,142.2,"-8,614","473,770",-2%,"-$1,224,932",141.77999877929688,171.14999389648438
2023-01-24 16:58:26,2023-01-23,MEG,"Montrose Environmental Group, Inc.",Perlman Richard E,Dir,S - Sale,52.82,"-52,891","848,944",-6%,"-$2,793,878",53.02000045776367,51.150001525878906
2023-01-12 16:29:04,2023-01-10,HZNP,Horizon Therapeutics Public Ltd Co,Sherman Jeffrey W,"EVP, Chief Medical Officer",S - Sale,113.08,"-6,736","236,645",-3%,"-$761,673",113.05999755859376,109.5999984741211
2023-01-05 17:30:45,2023-01-03,LNG,"Cheniere Energy, Inc.",Bailey Vicky A,Dir,S - Sale,141.5,"-2,700","33,862",-7%,"-$382,059",140.52999877929688,153.9600067138672
2023-01-17 16:39:55,2023-01-13,ACN,Accenture Plc,Ollagnier Jean-Marc,Chief Exec - Europe,S - Sale,281.1,"-6,250","205,314",-3%,"-$1,756,845",282.1400146484375,283.9599914550781
2023-01-26 16:18:30,2023-01-24,COIN,"Coinbase Global, Inc.",Lutke Tobias,Dir,P - Purchase,54.38,"+6,612","197,804",+3%,"+$359,561",53.560001373291016,61.18000030517578
2023-01-04 15:43:48,2023-01-03,CIEN,Ciena Corp,Moylan James E Jr,"SVP Finance, CFO",S - Sale,51.5,"-2,000","355,010",-1%,"-$103,000",50.7400016784668,52.02999877929688
2023-01-05 16:59:33,2023-01-03,RRBI,Red River Bancshares Inc,Salazar Bryon C.,See Remarks,S - Sale,51.58,-4,"71,035",0%,-$206,47.59000015258789,50.7599983215332
2023-01-30 16:41:03,2023-01-27,SLB,Schlumberger Limited/nv,Rennick Gavin,Pres New Energy,S - Sale,57.12,"-17,550","77,479",-18%,"-$1,002,456",56.970001220703125,53.91999816894531
2023-01-09 10:42:43,2023-01-06,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,2104.81,+21,"360,020",0%,"+$44,201",2067.81005859375,2009.3399658203125
2023-01-09 20:21:14,2023-01-05,TW,Tradeweb Markets Inc.,Peterson Justin,CTO,S - Sale,63.6,"-13,838","37,475",-27%,"-$880,154",63.52000045776367,71.97000122070312
2023-01-03 16:49:29,2022-12-30,SPG,Simon Property Group Inc /de/,Smith J Albert Jr,Dir,P - Purchase,116.42,+639,"59,477",+1%,"+$74,392",117.4800033569336,128.61000061035156
2023-01-27 18:35:01,2023-01-26,WMT,Walmart Inc.,McMillon C Douglas,"Pres, CEO",S - Sale,143.57,"-9,708","1,785,677",-1%,"-$1,393,778",142.2100067138672,142.47000122070312
2023-01-10 16:33:04,2023-01-09,AKAM,Akamai Technologies Inc,Leighton F Thomson,CEO,P - Purchase,86.48,+580,"2,353,302",0%,"+$50,156",86.87999725341797,88.16000366210938
2023-01-13 17:25:45,2023-01-11,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,75.56,"-25,500","1,830,605",-1%,"-$1,926,795",74.61000061035156,86.3499984741211
2023-01-11 16:25:16,2023-01-09,AMT,American Tower Corp /ma/,Smith Rodney M,"EVP, CFO, Treasurer",S - Sale,220.85,"-2,035","48,645",-4%,"-$449,430",219.3000030517578,219.47000122070312
2023-01-18 10:06:34,2023-01-17,NATI,National Instruments Corp,Starkloff Eric Howard,"Pres, CEO",S - Sale,54.4,"-1,200","282,278",0%,"-$65,280",52.040000915527344,52.41999816894531
2023-01-27 16:30:15,2023-01-25,COUP,Coupa Software Inc,Baratta Maurizio,Chief Accounting Officer,S - Sale,80.0,-296,"6,436",-4%,"-$23,680",79.94999694824219,80.41000366210938
2023-01-04 16:10:20,2023-01-03,QCOM,Qualcomm Inc/de,Cathey James J,Chief Commercial Officer,S - Sale,111.09,"-2,084","2,664",-44%,"-$231,512",107.1999969482422,138.4600067138672
2023-01-25 17:08:30,2023-01-25,CBSH,Commerce Bancshares Inc /mo/,Kemper David W,Dir,S - Sale,65.51,"-21,550","1,599,391",-1%,"-$1,411,743",65.68000030517578,65.87000274658203
2023-01-11 16:13:20,2023-01-10,HSY,Hershey Co,Arway Pamela M,Dir,S - Sale,225.97,-211,"15,561",-1%,"-$47,680",224.77999877929688,234.83999633789065
2023-01-20 16:14:12,2023-01-18,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,79.45,"-40,000","1,750,605",-2%,"-$3,178,035",80.93000030517578,87.44999694824219
